timestamp,buyer,seller,symbol,currency,price,quantity
294,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,624.0,20
302,Vinnie,Vinnie,COCONUT,SEASHELLS,9994.0,7
305,Vinnie,Vinnie,COCONUT,SEASHELLS,9993.0,9
310,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,628.0,19
313,Vinnie,Vinnie,COCONUT,SEASHELLS,9993.0,7
318,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,637.0,11
324,Vinnie,Vinnie,COCONUT,SEASHELLS,9993.0,5
330,Vinnie,Rhianna,COCONUT,SEASHELLS,9994.0,1
331,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,637.0,15
332,Vinnie,Vinnie,COCONUT,SEASHELLS,9994.0,10
342,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,630.0,20
354,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,635.0,15
360,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,634.0,10
362,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,634.0,5
369,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,634.0,15
373,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,632.0,20
388,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,638.0,11
391,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,637.0,12
397,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,643.0,10
408,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,636.0,16
412,Vinnie,Vinnie,COCONUT,SEASHELLS,9981.0,9
415,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,638.0,16
416,Vinnie,Vinnie,COCONUT,SEASHELLS,9978.0,10
424,Vinnie,Vinnie,COCONUT,SEASHELLS,9979.0,8
427,Vinnie,Vinnie,COCONUT,SEASHELLS,9978.0,5
429,Vinnie,Vinnie,COCONUT,SEASHELLS,9975.0,5
431,Raj,Vinnie,COCONUT,SEASHELLS,9974.0,8
433,Vinnie,Vinnie,COCONUT,SEASHELLS,9975.0,9
435,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,627.0,12
440,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,629.0,5
446,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,627.0,13
446,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,628.0,19
457,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,620.0,20
463,Vinnie,Vinnie,COCONUT,SEASHELLS,9970.0,5
464,Vinnie,Raj,COCONUT,SEASHELLS,9969.0,8
466,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,616.0,16
473,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,615.0,14
478,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,614.0,13
479,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,614.0,16
481,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,615.0,10
481,Raj,Vinnie,COCONUT,SEASHELLS,9969.0,8
486,Vinnie,Vinnie,COCONUT,SEASHELLS,9964.0,5
496,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,613.0,20
499,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,618.0,12
506,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,616.0,13
511,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,619.0,14
513,Rhianna,Vinnie,COCONUT,SEASHELLS,9969.0,3
522,Vinnie,Vinnie,COCONUT,SEASHELLS,9970.0,8
525,Vinnie,Vinnie,COCONUT_COUPON,SEASHELLS,621.0,2
528,Vinnie,Rhianna,COCONUT,SEASHELLS,9972.0,3
541,Vinnie,Raj,COCONUT,SEASHELLS,9975.0,6
542,Rhianna,Valentina,COCONUT_COUPON,SEASHELLS,622.0,4
544,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,621.0,11
544,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,622.0,10
553,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,625.0,15
553,Vladimir,Vinnie,COCONUT_COUPON,SEASHELLS,625.0,1
554,Vinnie,Rhianna,COCONUT,SEASHELLS,9974.0,3
561,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,628.0,11
562,Vinnie,Vinnie,COCONUT,SEASHELLS,9973.0,9
566,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,626.0,13
574,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,622.0,6
575,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,622.0,14
580,Rhianna,Vinnie,COCONUT,SEASHELLS,9966.0,2
588,Vinnie,Raj,COCONUT,SEASHELLS,9962.0,5
590,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,617.0,17
593,Vinnie,Vinnie,COCONUT,SEASHELLS,9960.0,5
596,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,616.0,9
609,Vladimir,Ruby,COCONUT_COUPON,SEASHELLS,615.0,12
611,Vinnie,Vinnie,COCONUT,SEASHELLS,9956.0,9
616,Vinnie,Rhianna,COCONUT,SEASHELLS,9952.0,3
619,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,610.0,14
626,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,605.0,18
629,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,606.0,15
630,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,604.0,11
632,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,606.0,17
641,Rhianna,Vinnie,COCONUT,SEASHELLS,9947.0,3
655,Vinnie,Vinnie,COCONUT,SEASHELLS,9943.0,5
658,Vinnie,Vinnie,COCONUT,SEASHELLS,9945.0,7
665,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,605.0,18
669,Vinnie,Vinnie,COCONUT,SEASHELLS,9943.0,7
673,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,609.0,11
691,Vinnie,Vinnie,COCONUT,SEASHELLS,9954.0,10
699,Vinnie,Vinnie,COCONUT,SEASHELLS,9953.0,8
703,Raj,Vinnie,COCONUT,SEASHELLS,9952.0,7
704,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,614.0,8
714,Vinnie,Vinnie,COCONUT,SEASHELLS,9955.0,6
715,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,615.0,7
718,Vinnie,Vinnie,COCONUT,SEASHELLS,9956.0,8
720,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,613.0,17
731,Vinnie,Vinnie,COCONUT,SEASHELLS,9955.0,9
733,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,611.0,10
737,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,613.0,15
741,Rhianna,Vinnie,COCONUT,SEASHELLS,9960.0,3
748,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,614.0,14
748,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,613.0,14
750,Vinnie,Vinnie,COCONUT,SEASHELLS,9963.0,7
755,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,611.0,16
755,Ruby,Vladimir,COCONUT_COUPON,SEASHELLS,611.0,2
756,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,609.0,9
764,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,607.0,16
772,Vinnie,Vinnie,COCONUT,SEASHELLS,9958.0,8
776,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,603.0,17
777,Vinnie,Vinnie,COCONUT,SEASHELLS,9954.0,6
779,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,602.0,11
781,Ruby,Vladimir,COCONUT_COUPON,SEASHELLS,601.0,1
781,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,601.0,18
784,Vinnie,Raj,COCONUT,SEASHELLS,9956.0,5
785,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,598.0,13
788,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,597.0,6
793,Vinnie,Vinnie,COCONUT,SEASHELLS,9953.0,7
794,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,598.0,13
829,Vinnie,Vinnie,COCONUT,SEASHELLS,9961.0,5
832,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,605.0,17
833,Vladimir,Vinnie,COCONUT_COUPON,SEASHELLS,607.0,12
855,Vinnie,Vinnie,COCONUT,SEASHELLS,9952.0,9
865,Vinnie,Vinnie,COCONUT,SEASHELLS,9950.0,6
873,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,599.0,11
883,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,594.0,8
885,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,593.0,20
885,Vinnie,Vinnie,COCONUT,SEASHELLS,9949.0,9
886,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,594.0,7
892,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,589.0,16
893,Vinnie,Vinnie,COCONUT,SEASHELLS,9941.0,5
903,Vinnie,Vinnie,COCONUT,SEASHELLS,9943.0,9
916,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,586.0,13
922,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,591.0,8
945,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,587.0,11
946,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,587.0,16
959,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,586.0,12
963,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,589.0,11
963,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,588.0,12
965,Vinnie,Vinnie,COCONUT,SEASHELLS,9951.0,5
966,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,593.0,18
970,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,592.0,17
971,Raj,Vinnie,COCONUT,SEASHELLS,9952.0,7
973,Vinnie,Vinnie,COCONUT,SEASHELLS,9950.0,7
977,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,590.0,18
979,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,587.0,14
996,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,594.0,13
997,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,592.0,20
1013,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,600.0,14
1015,Vladimir,Ruby,COCONUT_COUPON,SEASHELLS,602.0,14
1015,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,602.0,10
1015,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,602.0,5
1024,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,601.0,15
1024,Vladimir,Vinnie,COCONUT_COUPON,SEASHELLS,601.0,5
1024,Raj,Vinnie,COCONUT,SEASHELLS,9958.0,8
1028,Vinnie,Vinnie,COCONUT,SEASHELLS,9955.0,6
1032,Vinnie,Vinnie,COCONUT,SEASHELLS,9957.0,5
1034,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,603.0,11
1035,Vinnie,Vinnie,COCONUT,SEASHELLS,9956.0,5
1036,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,601.0,13
1050,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,612.0,15
1060,Vinnie,Vinnie,COCONUT,SEASHELLS,9953.0,9
1061,Vinnie,Vinnie,COCONUT,SEASHELLS,9953.0,8
1072,Vinnie,Vinnie,COCONUT,SEASHELLS,9951.0,8
1075,Raj,Vinnie,COCONUT,SEASHELLS,9952.0,6
1085,Vinnie,Raj,COCONUT,SEASHELLS,9948.0,5
1085,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,607.0,11
1089,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,609.0,18
1092,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,611.0,13
1125,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,619.0,16
1128,Vinnie,Vinnie,COCONUT,SEASHELLS,9966.0,9
1135,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,619.0,14
1137,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,617.0,10
1142,Vinnie,Vinnie,COCONUT,SEASHELLS,9958.0,9
1148,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,610.0,13
1167,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,612.0,14
1170,Vinnie,Vinnie,COCONUT,SEASHELLS,9950.0,10
1177,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,613.0,13
1181,Vinnie,Vinnie,COCONUT,SEASHELLS,9948.0,5
1186,Vinnie,Rhianna,COCONUT,SEASHELLS,9949.0,3
1189,Vinnie,Vinnie,COCONUT,SEASHELLS,9950.0,6
1219,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,617.0,12
1227,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,613.0,17
1232,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,613.0,17
1248,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,622.0,20
1248,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,621.0,11
1252,Vinnie,Vinnie,COCONUT,SEASHELLS,9956.0,8
1256,Vinnie,Vinnie,COCONUT,SEASHELLS,9955.0,9
1256,Rhianna,Vinnie,COCONUT,SEASHELLS,9956.0,3
1261,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,620.0,10
1271,Raj,Vinnie,COCONUT,SEASHELLS,9958.0,6
1283,Vinnie,Vinnie,COCONUT,SEASHELLS,9958.0,8
1285,Vinnie,Raj,COCONUT,SEASHELLS,9956.0,8
1304,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,622.0,20
1312,Vinnie,Vinnie,COCONUT,SEASHELLS,9956.0,5
1323,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,617.0,8
1335,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,618.0,7
1341,Vinnie,Vinnie,COCONUT,SEASHELLS,9962.0,5
1351,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,620.0,13
1351,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,620.0,6
1357,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,621.0,10
1360,Vinnie,Raj,COCONUT,SEASHELLS,9970.0,9
1361,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,623.0,10
1378,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,615.0,16
1397,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,615.0,12
1399,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,616.0,7
1405,Vinnie,Vinnie,COCONUT,SEASHELLS,9961.0,7
1409,Vinnie,Vinnie,COCONUT,SEASHELLS,9963.0,8
1412,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,615.0,17
1425,Raj,Vinnie,COCONUT,SEASHELLS,9962.0,10
1435,Raj,Vinnie,COCONUT,SEASHELLS,9960.0,9
1436,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,613.0,6
1443,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,613.0,10
1454,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,611.0,17
1454,Vladimir,Vinnie,COCONUT_COUPON,SEASHELLS,611.0,2
1469,Vinnie,Vinnie,COCONUT,SEASHELLS,9959.0,9
1475,Vinnie,Raj,COCONUT,SEASHELLS,9959.0,8
1489,Vinnie,Vinnie,COCONUT,SEASHELLS,9958.0,10
1498,Vinnie,Vinnie,COCONUT,SEASHELLS,9957.0,10
1505,Vinnie,Rhianna,COCONUT,SEASHELLS,9958.0,1
1514,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,613.0,11
1526,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,608.0,10
1536,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,608.0,13
1537,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,608.0,18
1538,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,609.0,19
1541,Vinnie,Rhianna,COCONUT,SEASHELLS,9963.0,3
1542,Vinnie,Raj,COCONUT,SEASHELLS,9964.0,8
1561,Rhianna,Vinnie,COCONUT,SEASHELLS,9968.0,1
1569,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,607.0,5
1579,Vinnie,Vinnie,COCONUT,SEASHELLS,9973.0,5
1583,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,605.0,15
1585,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,603.0,15
1599,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,601.0,10
1599,Vinnie,Vinnie,COCONUT,SEASHELLS,9971.0,8
1606,Vinnie,Vinnie,COCONUT_COUPON,SEASHELLS,602.0,2
1606,Vladimir,Vinnie,COCONUT_COUPON,SEASHELLS,602.0,15
1606,Vladimir,Vinnie,COCONUT_COUPON,SEASHELLS,602.0,3
1623,Vinnie,Ruby,COCONUT_COUPON,SEASHELLS,601.0,2
1623,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,601.0,5
1623,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,601.0,12
1623,Vladimir,Ruby,COCONUT_COUPON,SEASHELLS,601.0,12
1624,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,603.0,17
1629,Vinnie,Vinnie,COCONUT,SEASHELLS,9973.0,7
1635,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,605.0,16
1655,Vladimir,Vinnie,COCONUT_COUPON,SEASHELLS,604.0,2
1655,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,604.0,17
1656,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,605.0,4
1657,Vinnie,Vinnie,COCONUT,SEASHELLS,9979.0,5
1658,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,605.0,19
1665,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,603.0,12
1666,Vinnie,Vinnie,COCONUT,SEASHELLS,9977.0,7
1668,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,600.0,15
1668,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,599.0,12
1675,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,597.0,13
1682,Vinnie,Vinnie,COCONUT,SEASHELLS,9973.0,9
1709,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,595.0,10
1710,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,593.0,12
1711,Vinnie,Raj,COCONUT,SEASHELLS,9972.0,9
1715,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,593.0,15
1725,Vinnie,Vinnie,COCONUT,SEASHELLS,9975.0,9
1727,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,591.0,19
1729,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,596.0,20
1738,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,596.0,10
1739,Vinnie,Rhianna,COCONUT,SEASHELLS,9978.0,1
1747,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,600.0,11
1748,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,599.0,8
1749,Vladimir,Ruby,COCONUT_COUPON,SEASHELLS,600.0,10
1749,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,600.0,8
1749,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,600.0,12
1750,Vinnie,Vinnie,COCONUT,SEASHELLS,9978.0,5
1750,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,598.0,15
1757,Raj,Vinnie,COCONUT,SEASHELLS,9980.0,8
1764,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,596.0,9
1769,Rhianna,Vinnie,COCONUT,SEASHELLS,9975.0,2
1777,Rhianna,Vinnie,COCONUT,SEASHELLS,9975.0,2
1784,Vinnie,Raj,COCONUT,SEASHELLS,9975.0,10
1791,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,596.0,17
1791,Vladimir,Vinnie,COCONUT_COUPON,SEASHELLS,596.0,3
1794,Rhianna,Vinnie,COCONUT,SEASHELLS,9976.0,3
1798,Vinnie,Raj,COCONUT,SEASHELLS,9974.0,5
1814,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,599.0,15
1816,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,596.0,14
1821,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,597.0,12
1822,Vinnie,Vinnie,COCONUT,SEASHELLS,9971.0,10
1826,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,599.0,16
1827,Vinnie,Vinnie,COCONUT,SEASHELLS,9970.0,5
1836,Vinnie,Vinnie,COCONUT,SEASHELLS,9975.0,9
1837,Vinnie,Vinnie,COCONUT,SEASHELLS,9976.0,9
1837,Vinnie,Raj,COCONUT,SEASHELLS,9976.0,8
1847,Vinnie,Vinnie,COCONUT,SEASHELLS,9974.0,10
1849,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,604.0,12
1851,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,603.0,19
1852,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,605.0,10
1855,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,604.0,6
1855,Vinnie,Vinnie,COCONUT,SEASHELLS,9971.0,7
1856,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,604.0,14
1883,Vinnie,Rhianna,COCONUT,SEASHELLS,9976.0,2
1884,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,598.0,12
1888,Vinnie,Vinnie,COCONUT,SEASHELLS,9978.0,5
1895,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,596.0,13
1898,Vinnie,Vinnie,COCONUT,SEASHELLS,9975.0,6
1903,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,594.0,19
1907,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,595.0,6
1920,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,600.0,4
1932,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,607.0,13
1933,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,609.0,18
1940,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,610.0,12
1941,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,611.0,11
1951,Vinnie,Vinnie,COCONUT,SEASHELLS,9978.0,9
1970,Rhianna,Vinnie,COCONUT,SEASHELLS,9974.0,2
1976,Vinnie,Vinnie,COCONUT,SEASHELLS,9973.0,6
1986,Vinnie,Vinnie,COCONUT,SEASHELLS,9976.0,5
2007,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,616.0,15
2015,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,615.0,10
2040,Vinnie,Vinnie,COCONUT,SEASHELLS,9975.0,5
2051,Vladimir,Ruby,COCONUT_COUPON,SEASHELLS,611.0,2
2051,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,611.0,18
2055,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,610.0,8
2073,Vinnie,Rhianna,COCONUT,SEASHELLS,9970.0,2
2077,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,599.0,13
2078,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,600.0,14
2078,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,600.0,6
2083,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,597.0,17
2086,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,598.0,16
2091,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,593.0,8
2092,Vinnie,Vinnie,COCONUT,SEASHELLS,9965.0,6
2101,Ruby,Valentina,COCONUT_COUPON,SEASHELLS,592.0,20
2106,Valentina,Vinnie,COCONUT_COUPON,SEASHELLS,590.0,13
2112,Vinnie,Raj,COCONUT,SEASHELLS,9967.0,8
2121,Vinnie,Vinnie,COCONUT,SEASHELLS,9966.0,9
2122,Valentina,Ruby,COCONUT_COUPON,SEASHELLS,592.0,10
2123,Vinnie,Vinnie,COCONUT,SEASHELLS,9966.0,5
2128,Valentina,Rhianna,COCONUT_COUPON,SEASHELLS,589.0,15
2141,Valentina,Valentina,COCONUT_COUPON,SEASHELLS,589.0,6
